級別,單字,屬性,輸出,中文
3,cinema,n.,cinema (n.),電影
3,circus,n.,circus (n.),馬戲團
3,citizen,n.,citizen (n.),國民
3,civil,adj.,civil (adj.),民事的
3,clay,n.,clay (n.),黏土
3,cleaner,n.,cleaner (n.),清潔工
3,client,n.,client (n.),客戶
3,clinic,n.,clinic (n.),診所
3,clip,n./v.,clip (n./v.),夾子
3,closet,n.,closet (n.),衣櫥
3,clothe,v.,clothe (v.),衣服
3,clown,n./v.,clown (n./v.),小丑
3,clue,n.,clue (n.),線索
3,coach,n./v.,coach (n./v.),教練
3,cock,n.,cock (n.),公雞
3,cocktail,n.,cocktail (n.),雞尾酒
3,coconut,n.,coconut (n.),椰子
3,collar,n.,collar (n.),衣領
3,collection,n.,collection (n.),收藏
3,colony,n.,colony (n.),殖民地
3,colorful,adj.,colorful (adj.),豐富多彩的
3,column,n.,column (n.),柱子
3,comfort,n./v.,comfort (n./v.),舒適
3,comma,n.,comma (n.),逗號
3,committee,n.,committee (n.),委員會
3,communicate,v.,communicate (v.),交流
3,comparison,n.,comparison (n.),比較
3,compete,v.,compete (v.),競爭
3,complain,v.,complain (v.),抱怨
3,complaint,n.,complaint (n.),抱怨
3,concert,n.,concert (n.),音樂會
3,conclusion,n.,conclusion (n.),結論
3,cone,n.,cone (n.),錐體
3,confirm,v.,confirm (v.),確認
3,confuse,v.,confuse (v.),迷惑
3,connect,v.,connect (v.),連接
3,conscious,adj.,conscious (adj.),有意識的
3,considerable,adj.,considerable (adj.),大量
3,constant,adj./n.,constant (adj./n.),持續的
3,continent,n.,continent (n.),大陸
3,controller,n.,controller (n.),控制器
3,cooker,n.,cooker (n.),炊具
3,costly,adj.,costly (adj.),昂貴
3,cotton,n.,cotton (n.),棉布
3,cough,n./v.,cough (n./v.),咳嗽
3,countable,adj.,countable (adj.),可數的
3,county,n.,county (n.),縣
3,crab,n.,crab (n.),螃蟹
3,cradle,n./v.,cradle (n./v.),搖籃
3,crane,n./v.,crane (n./v.),起重機
3,crash,n./v.,crash (n./v.),碰撞
3,crawl,v./n.,crawl (v./n.),爬行
3,creative,adj.,creative (adj.),有創造力的
3,creator,n.,creator (n.),創造者
3,creature,n.,creature (n.),生物
3,credit,n./v.,credit (n./v.),信用
3,crew,n.,crew (n.),全體人員
3,cricket,n.,cricket (n.),蟋蟀
3,criminal,adj./n.,criminal (adj./n.),刑事
3,crispy,adj.,crispy (adj.),脆的
3,crop,n./v.,crop (n./v.),莊稼
3,crown,n./v.,crown (n./v.),王冠
3,cruel,adj.,cruel (adj.),殘忍的
3,cupboard,n.,cupboard (n.),櫥櫃
3,dairy,n.,dairy (n.),乳製品
3,dam,n./v.,dam (n./v.),壩
3,dare,aux./v.,dare (aux./v.),敢
3,darling,n./adj.,darling (n./adj.),親愛的
3,dash,n./v.,dash (n./v.),短跑
3,database,n.,database (n.),資料庫
3,dawn,n./v.,dawn (n./v.),黎明
3,dealer,n.,dealer (n.),經銷商
3,decade,n.,decade (n.),十年
3,deck,n.,deck (n.),甲板
3,decorate,v.,decorate (v.),裝飾
3,decrease,v./n.,decrease (v./n.),減少
3,deed,n.,deed (n.),契據
3,deepen,v.,deepen (v.),深化
3,definition,n.,definition (n.),定義
3,democracy,n.,democracy (n.),民主
3,democratic,adj.,democratic (adj.),民主的
3,deposit,n./v.,deposit (n./v.),訂金
3,designer,n.,designer (n.),設計師
3,desirable,adj.,desirable (adj.),理想的
3,desire,n./v.,desire (n./v.),慾望
3,dessert,n.,dessert (n.),甜點
3,destroy,v.,destroy (v.),破壞
3,detect,v.,detect (v.),探測
3,determine,v.,determine (v.),決定
3,devil,n.,devil (n.),魔鬼
3,dim,adj./v.,dim (adj./v.),暗淡
3,dime,n.,dime (n.),一毛錢
3,dine,v.,dine (v.),吃飯
3,dinosaur,n.,dinosaur (n.),恐龍
3,dip,v./n.,dip (v./n.),沾
3,dirt,n.,dirt (n.),污垢
3,discount,n./v.,discount (n./v.),折扣
3,dishonest,adj.,dishonest (adj.),不誠實
3,disk/disc,n.,disk/disc (n.),磁碟/磁碟
3,dislike,v./n.,dislike (v./n.),不喜歡
3,ditch,n./v.,ditch (n./v.),溝
3,dive,n./v.,dive (n./v.),潛水
3,dizzy,adj.,dizzy (adj.),暈眩的
3,dock,n./v.,dock (n./v.),碼頭
3,dolphin,n.,dolphin (n.),海豚
3,donkey,n.,donkey (n.),驢
3,dose,n./v.,dose (n./v.),劑量
3,doubtful,adj.,doubtful (adj.),疑
3,doughnut,n.,doughnut (n.),油炸圈餅
3,downtown,adj./adv./n.,downtown (adj./adv./n.),市中心
3,drag,v./n.,drag (v./n.),拖
3,dragonfly,n.,dragonfly (n.),蜻蜓
3,drain,v./n.,drain (v./n.),流走
3,dramatic,adj.,dramatic (adj.),戲劇性
3,drip,n./v.,drip (n./v.),滴
3,drown,v.,drown (v.),淹死
3,drugstore,n.,drugstore (n.),藥局
3,drunk,adj./n.,drunk (adj./n.),醉
3,dumb,adj.,dumb (adj.),啞的
3,dump,v./n.,dump (v./n.),傾倒
3,dumpling,n.,dumpling (n.),餃子
3,dust,n./v.,dust (n./v.),灰塵
3,eager,adj.,eager (adj.),渴望的
3,echo,n./v.,echo (n./v.),迴音
3,edit,v.,edit (v.),編輯
3,editor,n.,editor (n.),編輯
3,educate,v.,educate (v.),教育
3,educational,adj.,educational (adj.),教育性的
3,efficient,adj.,efficient (adj.),高效率的
3,elbow,n./v.,elbow (n./v.),彎頭
3,elderly,adj.,elderly (adj.),老年
3,elect,v./adj.,elect (v./adj.),選
3,election,n.,election (n.),選舉
3,electricity,n.,electricity (n.),電
3,electronic,adj.,electronic (adj.),電子的
3,element,n.,element (n.),元素
3,elevator,n.,elevator (n.),電梯
3,emergency,n.,emergency (n.),緊急狀況
3,emotional,adj.,emotional (adj.),情緒化的
3,emperor,n.,emperor (n.),皇帝
3,enable,v.,enable (v.),使能夠
3,energetic,adj.,energetic (adj.),精力充沛
3,engage(ment),v./(n.),engage(ment) (v./(n.)),訂婚）
3,enjoyable,adj.,enjoyable (adj.),令人愉快的
3,entry,n.,entry (n.),入口
3,envy,n./v.,envy (n./v.),嫉妒
3,erase,v.,erase (v.),擦除
3,excellence,n.,excellence (n.),卓越
3,exchange,n./v.,exchange (n./v.),交換
3,exhibition,n.,exhibition (n.),展覽
3,expectation,n.,expectation (n.),期待
3,experiment,n./v.,experiment (n./v.),實驗
3,explode,v.,explode (v.),霹靂
3,explore,v.,explore (v.),探索
3,export,n./v.,export (n./v.),出口
3,expressive,adj.,expressive (adj.),富有表現力的
3,extreme,adj./n.,extreme (adj./n.),極端
3,fade,v.,fade (v.),褪色
3,faint,adj./v./n.,faint (adj./v./n.),頭暈的
3,fairly,adv.,fairly (adv.),相當
3,fairy,n./adj.,fairy (n./adj.),仙女
3,faith,n.,faith (n.),信仰
3,fake,adj./v./n.,fake (adj./v./n.),偽造的
3,familiar,adj.,familiar (adj.),熟悉的
3,fancy,adj./n./v.,fancy (adj./n./v.),想要
3,fare,n.,fare (n.),票價
3,farther,adv./adj.,farther (adv./adj.),更遠
3,fashionable,adj.,fashionable (adj.),時髦
3,faucet,n.,faucet (n.),龍頭
3,fearful,adj.,fearful (adj.),可怕
3,feather,n.,feather (n.),羽毛
3,fence,n.,fence (n.),柵欄
3,fighter,n.,fighter (n.),戰鬥機
3,firework,n.,firework (n.),焰火
3,fist,n./v.,fist (n./v.),拳頭
3,flame,n./v.,flame (n./v.),火焰
3,flash,n./v.,flash (n./v.),閃光
3,flashlight,n.,flashlight (n.),手電筒
3,flavor,n./v.,flavor (n./v.),味道
3,flesh,n.,flesh (n.),肉
3,float,v./n.,float (v./n.),漂浮
3,flock,n./v.,flock (n./v.),群
3,flood,n./v.,flood (n./v.),洪水
3,flour,n.,flour (n.),麵粉
3,flute,n.,flute (n.),長笛
3,foggy,adj.,foggy (adj.),有霧的
3,fold,v./n.,fold (v./n.),折疊
3,follower,n.,follower (n.),追隨者
3,fond,adj.,fond (adj.),喜歡
3,forever,adv.,forever (adv.),永遠
3,fortune,n.,fortune (n.),財富
3,fountain,n.,fountain (n.),噴泉
3,frank,adj.,frank (adj.),坦白
3,freeze,v./n.,freeze (v./n.),凍結
3,freezer,n.,freezer (n.),冰箱
3,frequent,adj./v.,frequent (adj./v.),經常的
3,fright,n.,fright (n.),驚嚇
3,frighten,v.,frighten (v.),嚇唬
3,fuel,n./v.,fuel (n./v.),燃料
3,fund,n./v.,fund (n./v.),基金
3,fur,n.,fur (n.),皮草
3,gallon,n.,gallon (n.),加侖
3,gamble,n./v.,gamble (n./v.),賭博
3,gang,n./v.,gang (n./v.),幫派
3,gap,n.,gap (n.),差距
3,garage,n.,garage (n.),車庫
3,gasoline/gas,n.,gasoline/gas (n.),汽油/天然氣
3,geography,n.,geography (n.),地理
3,gesture,n./v.,gesture (n./v.),手勢
3,glance,n./v.,glance (n./v.),一眼
3,global,adj.,global (adj.),全球的
3,glory,n.,glory (n.),榮耀
3,glow,n./v.,glow (n./v.),輝光
3,golf,n./v.,golf (n./v.),高爾夫球
3,gossip,n./v.,gossip (n./v.),閒話
3,governor,n.,governor (n.),州長
3,grab,n./v.,grab (n./v.),抓住
3,graduate,n./v.,graduate (n./v.),畢業
3,grasp,v./n.,grasp (v./n.),抓牢
3,grasshopper,n.,grasshopper (n.),蚱蜢
3,grassy,adj.,grassy (adj.),長滿青草的
3,greedy,adj.,greedy (adj.),貪婪的
3,greenhouse,n.,greenhouse (n.),溫室
3,grin,n./v.,grin (n./v.),咧嘴笑
3,grocery,n.,grocery (n.),雜貨店
3,guidance,n.,guidance (n.),指導
3,gum,n.,gum (n.),膠
3,hairdresser,n.,hairdresser (n.),理髮師
3,hallway,n.,hallway (n.),門廳
3,hammer,n./v.,hammer (n./v.),槌
3,handful,n.,handful (n.),少數
3,handkerchief,n.,handkerchief (n.),手帕
3,handy,adj.,handy (adj.),便利
3,hanger,n.,hanger (n.),衣架
3,harbor,n./v.,harbor (n./v.),港口
3,harm,n./v.,harm (n./v.),傷害
3,harmful,adj.,harmful (adj.),有害
3,harvest,n./v.,harvest (n./v.),收成
3,hasty,adj.,hasty (adj.),倉促的
3,hatch,n./v.,hatch (n./v.),孵化
3,hateful,adj.,hateful (adj.),可惡
3,hay,n.,hay (n.),乾草
3,headline,n./v.,headline (n./v.),標題
3,headquarters,n.,headquarters (n.),總部
3,heal,v.,heal (v.),癒合
3,heap,n./v.,heap (n./v.),堆疊
3,heater,n.,heater (n.),加熱器
3,heel,n./v.,heel (n./v.),腳跟
3,hell,n.,hell (n.),地獄
3,helmet,n.,helmet (n.),頭盔
3,hesitate,v.,hesitate (v.),猶豫
3,hint,n./v.,hint (n./v.),暗示
3,hire,v./n.,hire (v./n.),聘請
3,historian,n.,historian (n.),歷史學家
3,historic,adj.,historic (adj.),歷史性
3,holder,n.,holder (n.),持有者
3,hollow,adj./n./v.,hollow (adj./n./v.),空洞的
3,holy,adj.,holy (adj.),聖
3,homesick,adj.,homesick (adj.),想家
3,hometown,n.,hometown (n.),家鄉
3,honesty,n.,honesty (n.),誠實
3,honor,n./v.,honor (n./v.),榮譽
3,hopeful,adj.,hopeful (adj.),充滿希望的
3,horn,n.,horn (n.),喇叭
3,horrible,adj.,horrible (adj.),可怕
3,horror,n.,horror (n.),恐怖
3,hourly,adj./adv.,hourly (adj./adv.),每小時
3,housekeeper,n.,housekeeper (n.),管家
3,hug,n./v.,hug (n./v.),擁抱
3,hum,v.,hum (v.),哼
3,humid,adj.,humid (adj.),濕
3,humor,n.,humor (n.),幽默
3,humorous,adj.,humorous (adj.),幽默
3,hunger,n.,hunger (n.),飢餓
3,hut,n.,hut (n.),小屋
3,icy,adj.,icy (adj.),冰冷的
3,imagination,n.,imagination (n.),想像力
3,immediate,adj.,immediate (adj.),即時
3,import,n./v.,import (n./v.),進口
3,impress,v.,impress (v.),留下深刻印象
3,indoor,adj.,indoor (adj.),室內的
3,indoors,adv.,indoors (adv.),室內
3,industrial,adj.,industrial (adj.),工業的
3,inferior,adj./n.,inferior (adj./n.),下
3,inform,v.,inform (v.),通知
3,information,n.,information (n.),資訊
3,injury,n.,injury (n.),受傷
3,inn,n.,inn (n.),客棧
3,inner,adj.,inner (adj.),內
3,innocent,adj.,innocent (adj.),清白的
3,inspect,v.,inspect (v.),檢查
3,inspector,n.,inspector (n.),檢驗員
3,intelligent,adj.,intelligent (adj.),聰明的
3,interrupt,v.,interrupt (v.),打斷
3,invent,v.,invent (v.),發明
3,inventor,n.,inventor (n.),發明者
3,investigate,v.,investigate (v.),調查
3,invitation,n.,invitation (n.),邀請函
3,ivory,n./adj.,ivory (n./adj.),象牙
3,jail,n./v.,jail (n./v.),監獄
3,jar,n.,jar (n.),罐
3,jaw,n.,jaw (n.),顎
3,jazz,n.,jazz (n.),爵士樂
3,jealous,adj.,jealous (adj.),嫉妒的
3,jeep,n.,jeep (n.),吉普車
3,jelly,n.,jelly (n.),果凍
3,jet,n./v.,jet (n./v.),噴射
3,jewel,n.,jewel (n.),寶石
3,jewelry,n.,jewelry (n.),珠寶
3,journey,n./v.,journey (n./v.),旅行
3,joyful,adj.,joyful (adj.),快樂
3,juicy,adj.,juicy (adj.),多汁的
3,jungle,n.,jungle (n.),叢林
3,junior,adj./n.,junior (adj./n.),初級
3,junk,n./v.,junk (n./v.),垃圾
3,kangaroo,n.,kangaroo (n.),袋鼠
3,keyboard,n.,keyboard (n.),鍵盤
3,kidney,n.,kidney (n.),腎
3,kilometer,n.,kilometer (n.),公里
3,kindergarten,n.,kindergarten (n.),幼稚園
3,kingdom,n.,kingdom (n.),王國
3,kit,n.,kit (n.),成套工具
3,knight,n.,knight (n.),騎士
3,knit,v./n.,knit (v./n.),針織
3,knot,n./v.,knot (n./v.),結
3,koala,n.,koala (n.),無尾熊
3,label,n./v.,label (n./v.),標籤
3,lace,n./v.,lace (n./v.),蕾絲
3,ladder,n.,ladder (n.),梯子
3,lately,adv.,lately (adv.),最近
3,laughter,n.,laughter (n.),笑聲
3,laundry,n.,laundry (n.),洗衣店
3,lawn,n.,lawn (n.),草地
3,leak,n./v.,leak (n./v.),洩漏
3,leap,n./v.,leap (n./v.),飛躍
3,learning,n.,learning (n.),學習
3,leather,n.,leather (n.),皮革
3,leisure,n.,leisure (n.),閒暇
3,lemonade,n.,lemonade (n.),檸檬水
3,leopard,n.,leopard (n.),豹
3,lettuce,n.,lettuce (n.),萵苣
3,liberty,n.,liberty (n.),自由
3,lick,v./n.,lick (v./n.),舔
3,lifetime,n.,lifetime (n.),壽命
3,lighthouse,n.,lighthouse (n.),燈塔
3,lightning,n.,lightning (n.),閃電
3,lily,n.,lily (n.),百合
3,limb,n.,limb (n.),肢體
3,litter,n./v.,litter (n./v.),垃圾
3,lively,adj.,lively (adj.),熱鬧
3,loaf,n.,loaf (n.),麵包
3,lobby,n.,lobby (n.),大堂
3,locate,v.,locate (v.),定位
3,location,n.,location (n.),地點
3,lock,n./v.,lock (n./v.),鎖
3,log,n./v.,log (n./v.),紀錄
3,lollipop,n.,lollipop (n.),棒糖
3,loose,adj.,loose (adj.),鬆動的
3,lord,n.,lord (n.),主
3,loser,n.,loser (n.),失敗者
3,lover,n.,lover (n.),情人
3,luggage,n.,luggage (n.),行李
3,lung,n.,lung (n.),肺
3,magical,adj.,magical (adj.),神奇
3,magician,n.,magician (n.),魔術師
3,magnet,n.,magnet (n.),磁鐵
3,maid,n.,maid (n.),女傭
3,majority,n.,majority (n.),多數
3,mall,n.,mall (n.),購物中心
3,mankind/humankind,n.,mankind/humankind (n.),人類/人類
3,marble,n.,marble (n.),大理石
3,march,n./v.,march (n./v.),行進
3,marker,n.,marker (n.),標記
3,marvelous,adj.,marvelous (adj.),奇妙
3,mathematical,adj.,mathematical (adj.),數學的
3,mayor,n.,mayor (n.),市長
3,meadow,n.,meadow (n.),草地
3,meaningful,adj.,meaningful (adj.),有意義的
3,meanwhile,n./adv.,meanwhile (n./adv.),同時
3,medal,n.,medal (n.),勳章
3,medium/media,n.,medium/media (n.),媒體/媒體
3,melon,n.,melon (n.),瓜
3,melt,v.,melt (v.),融化
3,mend,v.,mend (v.),修補
3,mental,adj.,mental (adj.),精神的
3,merry,adj.,merry (adj.),快樂的
3,mess,n./v.,mess (n./v.),混亂
3,microphone/mike,n.,microphone/mike (n.),麥克風/麥克風
3,microwave,n./v.,microwave (n./v.),微波
3,mighty,adj.,mighty (adj.),強大的
3,minus,prep./n./adj.,minus (prep./n./adj.),減
3,miracle,n.,miracle (n.),奇蹟
3,misery,n.,misery (n.),苦難
3,missile,n.,missile (n.),飛彈
3,missing,adj.,missing (adj.),遺失的
3,mission,n.,mission (n.),使命
3,mist,n./v.,mist (n./v.),薄霧
3,mob,n./v.,mob (n./v.),暴民
3,mobile,adj.,mobile (adj.),移動的
3,moist,adj.,moist (adj.),潮濕
3,moisture,n.,moisture (n.),水分
3,monk,n.,monk (n.),僧侶
3,monster,n.,monster (n.),怪物
3,monthly,adj./adv./n.,monthly (adj./adv./n.),每月
3,moral,adj./n.,moral (adj./n.),道德
3,mosquito,n.,mosquito (n.),蚊子
3,mostly,adv.,mostly (adv.),大多
3,motel,n.,motel (n.),汽車旅館
3,moth,n.,moth (n.),蛾
3,motor,n.,motor (n.),引擎
3,multiply,v.,multiply (v.),乘
3,murder,n./v.,murder (n./v.),謀殺
3,muscle,n.,muscle (n.),肌肉
3,mushroom,n./v.,mushroom (n./v.),菇
3,mystery,n.,mystery (n.),神秘
3,naked,adj.,naked (adj.),裸
3,nap,n./v.,nap (n./v.),打盹
3,napkin,n.,napkin (n.),餐巾
3,native,adj./n.,native (adj./n.),本國的
3,navy,n.,navy (n.),海軍
3,neat,adj.,neat (adj.),整潔的
3,necessity,n.,necessity (n.),必要性
3,necktie,n.,necktie (n.),領帶
3,neighborhood,n.,neighborhood (n.),鄰裡
3,nest,n./v.,nest (n./v.),巢
3,nickname,n./v.,nickname (n./v.),暱稱
3,normal,adj.,normal (adj.),普通的
3,novelist,n.,novelist (n.),小說家
3,nun,n.,nun (n.),尼姑
3,oak,n.,oak (n.),橡木
3,observe,v.,observe (v.),觀察
3,occasion,n.,occasion (n.),場合
3,odd,adj.,odd (adj.),奇怪的
3,omit,v.,omit (v.),忽略
3,ongoing,adj.,ongoing (adj.),正在進行的
3,onion,n.,onion (n.),洋蔥
3,onto,prep.,onto (prep.),到
3,operation,n.,operation (n.),手術
3,opportunity,n.,opportunity (n.),機會
3,opposite,adj./n./prep./adv.,opposite (adj./n./prep./adv.),對面的
3,optimistic,adj.,optimistic (adj.),樂觀的
3,oral,adj./n.,oral (adj./n.),口服
3,organic,adj.,organic (adj.),有機的
3,organize,v.,organize (v.),組織
3,original,adj./n.,original (adj./n.),原來的
3,outdoor,adj.,outdoor (adj.),戶外的
3,outdoors,adv.,outdoors (adv.),戶外
3,outer,adj.,outer (adj.),外
3,outline,n./v.,outline (n./v.),大綱
3,oven,n.,oven (n.),烤箱
3,overseas,adv./adj.,overseas (adv./adj.),海外
3,owe,v.,owe (v.),欠
3,owl,n.,owl (n.),貓頭鷹
3,ownership,n.,ownership (n.),所有權
3,ox,n.,ox (n.),牛
3,pad,n./v.,pad (n./v.),軟墊
3,painter,n.,painter (n.),畫家
3,pal,n.,pal (n.),朋友
3,palace,n.,palace (n.),宮殿
3,palm,n.,palm (n.),棕櫚
3,pancake,n.,pancake (n.),餅子
3,panic,n./v.,panic (n./v.),恐慌
3,parade,n./v.,parade (n./v.),遊行
3,paradise,n.,paradise (n.),天堂
3,parcel,n./v.,parcel (n./v.),包裹
3,parrot,n./v.,parrot (n./v.),鸚鵡
3,passage,n.,passage (n.),頻道
3,passenger,n.,passenger (n.),乘客
3,passion,n.,passion (n.),熱情
3,passport,n.,passport (n.),護照
3,pat,v./n.,pat (v./n.),拍
3,patience,n.,patience (n.),耐心
3,pause,n./v.,pause (n./v.),暫停
3,pave(ment),v./(n.),pave(ment) (v./(n.)),路面）
3,pea,n.,pea (n.),豌豆
3,peanut,n.,peanut (n.),花生
3,pearl,n.,pearl (n.),珍珠
3,peel,v./n.,peel (v./n.),果皮
3,penguin,n.,penguin (n.),企鵝
3,penny,n.,penny (n.),一分錢
3,pepper,n.,pepper (n.),胡椒
3,perform,v.,perform (v.),執行
3,performance,n.,performance (n.),表現
3,permission,n.,permission (n.),允許
3,permit,v./n.,permit (v./n.),允許
3,persuade,v.,persuade (v.),說服
3,photographer,n.,photographer (n.),攝影師
3,pigeon,n.,pigeon (n.),鴿子
3,pile,n./v.,pile (n./v.),樁
3,pill,n.,pill (n.),丸
3,pilot,n./v.,pilot (n./v.),飛行員
3,pine,n.,pine (n.),松樹
3,pineapple,n.,pineapple (n.),鳳梨
3,pint,n.,pint (n.),品脫
3,pit,n.,pit (n.),坑
3,pitch,n./v.,pitch (n./v.),瀝青
3,pity,n./v.,pity (n./v.),遺憾
3,plastic,n./adj.,plastic (n./adj.),塑膠
3,playful,adj.,playful (adj.),俏皮的
3,plenty,pron./n./adv.,plenty (pron./n./adv.),足夠
3,plug,n./v.,plug (n./v.),插頭
3,pole,n.,pole (n.),極
3,political,adj.,political (adj.),政治的
3,politician,n.,politician (n.),政治家
3,politics,n.,politics (n.),政治
3,poll,n./v.,poll (n./v.),輪詢
3,pollute,v.,pollute (v.),污染
3,pollution,n.,pollution (n.),污染
3,porcelain,n.,porcelain (n.),瓷
3,portion,n./v.,portion (n./v.),部分
3,portrait,n.,portrait (n.),肖像
3,poster,n.,poster (n.),海報
3,postpone(ment),v./(n.),postpone(ment) (v./(n.)),推遲（延期）
3,pottery,n.,pottery (n.),陶器
3,pour,v.,pour (v.),倒
3,poverty,n.,poverty (n.),貧窮
3,powder,n./v.,powder (n./v.),粉末
3,practical,adj.,practical (adj.),實際的
3,precious,adj.,precious (adj.),寶貴的
3,preparation,n.,preparation (n.),準備
3,presence,n.,presence (n.),在場
3,pretend,v.,pretend (v.),假裝
3,prevent,v.,prevent (v.),防止
3,previous,adj.,previous (adj.),以前的
3,probable,adj.,probable (adj.),可能
3,process,n./v.,process (n./v.),過程
3,producer,n.,producer (n.),製片人
3,product,n.,product (n.),產品
3,professor,n.,professor (n.),教授
3,profit,n./v.,profit (n./v.),利潤
3,promote,v.,promote (v.),推動
3,pronounce,v.,pronounce (v.),發音
3,proof,n.,proof (n.),證明
3,property,n.,property (n.),財產
3,protection,n.,protection (n.),保護
3,pub,n.,pub (n.),酒吧
3,pump,n./v.,pump (n./v.),泵浦
3,punch,n./v.,punch (n./v.),沖床
3,puppet,n.,puppet (n.),木偶
3,pure,adj.,pure (adj.),純的
3,purse,n.,purse (n.),錢包
3,queer,adj.,queer (adj.),酷兒
3,quit,v.,quit (v.),辭職
3,quote,v./n.,quote (v./n.),引用
3,racial,adj.,racial (adj.),種族
3,rag,n.,rag (n.),抹布
3,rank,n./v.,rank (n./v.),秩
3,rate,n./v.,rate (n./v.),速度
3,raw,adj.,raw (adj.),生的
3,ray,n.,ray (n.),射線
3,razor,n.,razor (n.),刮鬍刀
3,react,v.,react (v.),反應
3,reaction,n.,reaction (n.),反應
3,reasonable,adj.,reasonable (adj.),合理的
3,receipt,n.,receipt (n.),收據
3,receiver,n.,receiver (n.),接收者
3,recognize,v.,recognize (v.),認出
3,recorder,n.,recorder (n.),錄音機
3,rectangle,n.,rectangle (n.),長方形
3,reduce,v.,reduce (v.),減少
3,regional,adj.,regional (adj.),區域性的
3,regret,v./n.,regret (v./n.),後悔
3,relax,v.,relax (v.),放鬆
3,release,n./v.,release (n./v.),發布
3,reliable,adj.,reliable (adj.),可靠的
3,relief,n.,relief (n.),寬慰
3,religious,adj.,religious (adj.),宗教的
3,rely,v.,rely (v.),依靠
